,class,number_of_exclamation_mark,number_of_question_mark,number_of_full_stop_mark,number_of_hateful_words,number_of_neutral_words,number_of_interjections,number_of_all_caps_words,number_of_quotation_marks,number_of_words,number_of_laughing_expressions,hate_speech_unigrams,hate_speech_bigrams,hate_speech_trigrams,unigrams,bigrams,trigrams,pattern_count,patterns,sentiment,topic
2367,0,0,0,0,2,0,0,1,0,19,0,5,0,0,"[('stupid',), ('want',), ('bitch',), ('wrong',), ('order',)]",[],[],6,"{('PRP', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'NN')}",-0.875,1
2368,1,0,0,0,0,1,0,1,0,5,0,1,0,0,"[('want',)]",[],[],1,"{('NN', 'NN')}",0.0772,1
2369,1,0,0,4,0,0,0,1,0,20,0,1,0,0,"[('home',)]",[],[],4,"{('JJ', 'NN'), ('NNS', 'IN'), ('IN', 'NN'), ('DT', 'NN')}",0.0,1
2370,1,0,0,1,0,3,0,1,0,22,0,2,0,0,"[('system',), ('run',)]",[],[],6,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ')}",-0.5423,0
2371,1,0,1,1,0,4,0,1,0,23,0,5,0,0,"[('be',), ('littl',), ('big',), ('better',), ('know',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ')}",0.7227,1
2372,1,4,0,1,0,1,0,3,0,16,0,5,0,0,"[('job',), ('guy',), ('know',), ('man',), ('right',)]",[],[],1,"{('NN', 'NN')}",0.0,1
2373,0,0,0,0,2,0,0,3,0,10,0,5,0,0,"[('bitch',), ('know',), ('rt',), ('fat',), ('hate',)]",[],[],2,"{('NN', 'NN'), ('JJ', 'NNS')}",-0.8225,1
2374,0,0,0,1,1,2,0,3,0,17,0,7,0,0,"[('-pron-',), ('place',), ('white',), ('wit',), ('know',), ('color',), ('folk',)]",[],[],4,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN'), ('JJ', 'NNS')}",0.0,0
2375,1,0,0,1,0,3,0,1,0,12,0,4,0,0,"[('best',), ('child',), ('time',), ('learn',)]",[],[],4,"{('IN', 'DT'), ('TO', 'VB'), ('NNS', 'IN'), ('DT', 'NN')}",0.6369,0
2376,0,0,0,0,0,1,0,2,0,10,0,4,0,0,"[('chink',), ('chines',), ('like',), ('hate',)]",[],[],2,"{('NNS', 'IN'), ('JJ', 'NNS')}",-0.6486,0
2377,1,0,0,0,1,5,0,1,0,16,0,7,0,0,"[('love',), ('trash',), ('talk',), ('lot',), ('like',), ('game',), ('tell',)]",[],[],4,"{('NN', 'IN'), ('IN', 'NN'), ('NNS', 'IN'), ('DT', 'NN')}",0.7351,0
2378,0,0,0,1,4,1,0,1,0,22,0,9,1,0,"[('like',), ('be',), ('not',), ('come',), ('shit',), ('bitch',), ('nigga',), ('pussi',), ('tri',)]","[('bitch', 'not')]",[],4,"{('NN', 'IN'), ('PRP', 'VBP'), ('NNS', 'IN'), ('DT', 'NN')}",0.1838,1
2379,0,0,0,0,5,0,0,2,0,10,0,5,0,0,"[('take',), ('like',), ('hoe',), ('nigga',), ('stop',)]",[],[],1,"{('NN', 'IN')}",-0.4118,0
2380,1,0,0,1,0,1,0,1,0,9,0,1,0,0,"[('like',)]",[],[],2,"{('NN', 'IN'), ('IN', 'DT')}",0.3612,0
2381,1,0,0,1,0,0,0,1,0,16,0,3,1,0,"[('look',), ('like',), ('be',)]","[('look', 'like')]",[],4,"{('NNS', 'VBP'), ('NN', 'CC'), ('TO', 'VB'), ('JJ', 'NNS')}",0.7684,0
2382,1,0,0,1,0,2,0,1,0,15,0,3,0,0,"[('like',), ('youtub',), ('video',)]",[],[],4,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.4215,1
2383,1,0,0,0,0,1,0,1,0,5,0,1,0,0,"[('live',)]",[],[],1,"{('JJ', 'NNS')}",0.0,0
2384,1,0,0,2,1,2,0,1,0,7,0,3,1,0,"[('look',), ('like',), ('today',)]","[('look', 'like')]",[],4,"{('IN', 'DT'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.3612,1
2385,1,0,0,0,0,1,0,1,0,7,0,3,0,0,"[('ghetto',), ('get',), ('love',)]",[],[],0,set(),0.6369,0
2386,0,0,0,0,1,2,0,2,0,28,0,6,0,0,"[('fag',), ('love',), ('face',), ('peopl',), ('goe',), ('school',)]",[],[],7,"{('NNS', 'VBP'), ('NNS', 'IN'), ('PRP', 'VBP'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.3716,1
2387,1,0,0,3,0,6,0,1,0,22,0,4,0,0,"[('head',), ('love',), ('person',), ('monkey',)]",[],[],6,"{('NNS', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",0.7311,1
2388,0,0,0,1,5,3,0,2,0,27,0,10,0,0,"[('fuckin',), ('love',), ('peopl',), ('ass',), ('like',), ('be',), ('wit',), ('nigga',), ('old',), ('cracker',)]",[],[],3,"{('NNS', 'VBP'), ('JJ', 'NN'), ('NN', 'NN')}",0.2263,1
2389,1,0,0,2,1,5,0,2,0,24,0,4,0,0,"[('funni',), ('love',), ('queer',), ('have',)]",[],[],4,"{('NNS', 'VBP'), ('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.9217,0
2390,1,0,0,0,0,1,0,1,0,4,0,1,0,0,"[('love',)]",[],[],1,"{('NN', 'NN')}",0.6369,0
2391,1,0,0,0,0,1,0,1,0,6,0,2,0,0,"[('babi',), ('love',)]",[],[],1,"{('DT', 'NN')}",0.6369,1
2392,1,0,0,4,0,2,0,1,0,20,0,5,0,0,"[('love',), ('place',), ('favorit',), ('public',), ('lie',)]",[],[],7,"{('JJ', 'NNS'), ('NNS', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.7184,0
2393,1,0,0,2,0,3,0,2,0,14,0,3,0,0,"[('wish',), ('love',), ('watch',)]",[],[],2,"{('DT', 'JJ'), ('JJ', 'NN')}",0.8779,0
2394,1,0,0,0,0,2,0,1,0,7,0,2,0,0,"[('love',), ('work',)]",[],[],1,"{('TO', 'VB')}",0.6369,1
2395,1,0,0,0,0,0,0,1,0,9,0,1,0,0,"[('like',)]",[],[],4,"{('NN', 'IN'), ('IN', 'DT'), ('TO', 'VB'), ('DT', 'NN')}",0.3612,1
2396,1,0,0,1,1,1,0,1,0,12,0,3,0,0,"[('watch',), ('monkey',), ('have',)]",[],[],3,"{('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",0.0,1
2397,1,0,0,1,0,2,0,2,0,14,0,0,0,0,[],[],[],1,"{('JJ', 'NN')}",0.0,0
2398,1,0,1,3,0,2,0,1,0,18,0,2,0,0,"[('yellow',), ('mean',)]",[],[],6,"{('PRP', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.296,0
2399,1,0,2,2,0,0,0,1,0,15,0,1,0,0,"[('societi',)]",[],[],3,"{('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",-0.7399,0
2400,1,0,0,0,0,1,0,1,0,4,0,1,0,0,"[('monkey',)]",[],[],0,set(),-0.1531,1
2401,0,0,0,5,3,3,0,1,0,25,0,8,0,2,"[('happen',), ('da',), ('friend',), ('like',), ('day',), ('not',), ('color',), ('folk',)]",[],"[('da', 'color', 'folk'), ('like', 'da', 'color')]",5,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN')}",0.128,0
2402,1,0,0,4,0,2,0,2,0,23,0,4,0,0,"[('need',), ('ghetto',), ('not',), ('woman',)]",[],[],7,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('DT', 'NN')}",0.0,1
2403,1,0,0,2,1,2,0,1,0,19,0,2,0,0,"[('probabl',), ('need',)]",[],[],8,"{('NNS', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.802,0
2404,1,1,0,0,0,1,0,1,0,11,0,2,0,0,"[('need',), ('bad',)]",[],[],4,"{('NNS', 'VBP'), ('NN', 'IN'), ('DT', 'JJ'), ('JJ', 'NN')}",-0.8475,1
2405,1,0,0,0,0,0,0,1,0,7,0,2,0,0,"[('need',), ('like',)]",[],[],2,"{('TO', 'VB'), ('JJ', 'NNS')}",0.3612,0
2406,1,0,0,0,0,0,0,1,0,17,0,4,0,0,"[('need',), ('place',), ('let',), ('not',)]",[],[],4,"{('NNS', 'VBP'), ('PRP', 'VBP'), ('TO', 'VB'), ('DT', 'NN')}",0.0,1
2407,0,0,1,1,1,0,0,1,0,11,1,4,0,0,"[('dat',), ('need',), ('lol',), ('nicca',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'NN'), ('NN', 'NN')}",0.4215,1
2408,1,0,1,2,0,2,0,1,0,20,0,2,0,0,"[('need',), ('red',)]",[],[],5,"{('NNS', 'VBP'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",0.0516,0
2409,0,0,0,3,0,4,0,3,0,26,0,7,1,0,"[('die',), ('trash',), ('friend',), ('white',), ('hope',), ('time',), ('live',)]","[('white', 'trash')]",[],6,"{('JJ', 'NNS'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.5352,1
2410,1,0,0,0,0,3,0,2,0,17,1,2,0,0,"[('lol',), ('heard',)]",[],[],4,"{('NN', 'IN'), ('JJ', 'NN'), ('NN', 'NN'), ('IN', 'NN')}",0.4215,0
2411,1,0,0,1,0,4,0,1,0,26,0,6,1,0,"[('half',), ('trash',), ('free',), ('white',), ('open',), ('town',)]","[('white', 'trash')]",[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.6249,1
2412,1,0,0,1,1,1,0,2,0,20,0,3,0,0,"[('day',), ('run',), ('pictur',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
2413,0,0,0,2,2,1,0,2,0,13,0,4,0,0,"[('tv',), ('speak',), ('damn',), ('coon',)]",[],[],3,"{('NN', 'IN'), ('IN', 'NN'), ('NN', 'NN')}",-0.4019,0
2414,1,0,0,0,1,2,0,1,0,13,0,3,0,0,"[('play',), ('hell',), ('watch',)]",[],[],3,"{('NNS', 'VBP'), ('NN', 'NN'), ('DT', 'NN')}",-0.4939,0
2415,0,0,0,2,3,3,0,1,0,26,0,6,0,0,"[('dark',), ('friend',), ('like',), ('be',), ('wit',), ('skin',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.7369,1
2416,0,0,1,0,2,4,0,1,0,18,0,5,1,0,"[('school',), ('head',), ('want',), ('high',), ('kill',)]","[('high', 'school')]",[],3,"{('NN', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",-0.7859,0
2417,1,0,0,0,1,1,0,1,0,10,0,2,0,0,"[('girl',), ('want',)]",[],[],2,"{('TO', 'VB'), ('DT', 'NN')}",0.1513,0
2418,1,0,0,1,1,3,0,1,0,15,0,2,0,0,"[('monkey',), ('want',)]",[],[],5,"{('PRP', 'VBP'), ('NN', 'CC'), ('TO', 'VB'), ('NN', 'NN'), ('DT', 'NN')}",0.1513,1
2419,1,0,0,1,0,0,0,1,0,17,0,1,0,0,"[('trash',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.0,0
2420,1,0,0,1,0,2,0,3,0,17,0,2,0,0,"[('ape',), ('call',)]",[],[],5,"{('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.3612,1
2421,1,0,0,1,0,1,0,1,0,9,0,1,0,0,"[('babi',)]",[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",0.4215,1
2422,1,0,0,7,1,0,0,2,0,28,0,6,0,0,"[('peopl',), ('way',), ('day',), ('school',), ('said',), ('ghetto',)]",[],[],7,"{('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('NNS', 'IN')}",-0.3412,1
2423,1,4,0,0,0,1,0,1,0,6,0,0,0,0,[],[],[],1,"{('JJ', 'NN')}",0.0,1
2424,1,0,0,0,0,1,0,1,0,9,0,2,0,0,"[('big',), ('ya',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
2425,1,0,0,0,0,0,0,1,0,7,0,1,0,0,"[('uncl',)]",[],[],2,"{('NNS', 'VBP'), ('NN', 'NN')}",-0.1531,0
2426,1,0,0,0,0,1,0,1,0,6,0,1,0,0,"[('start',)]",[],[],0,set(),0.0,0
2427,1,0,0,1,2,2,0,1,0,24,0,7,0,0,"[('wanna',), ('da',), ('like',), ('dat',), ('white',), ('open',), ('folk',)]",[],[],6,"{('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.3612,0
2428,1,0,0,2,0,2,0,1,0,26,0,5,0,0,"[('trash',), ('sure',), ('not',), ('big',), ('pretti',)]",[],[],5,"{('PRP', 'VBP'), ('NN', 'IN'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.8065,0
2429,0,0,0,0,3,1,0,1,0,10,0,3,0,0,"[('high',), ('think',), ('faggot',)]",[],[],2,"{('NNS', 'IN'), ('JJ', 'NNS')}",-0.6369,0
2430,1,0,0,1,0,0,0,1,0,23,0,2,0,0,"[('peopl',), ('trash',)]",[],[],5,"{('NNS', 'VBP'), ('TO', 'VB'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.4019,1
2431,1,0,0,5,0,5,0,2,0,10,0,2,0,0,"[('love',), ('talk',)]",[],[],3,"{('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.6369,0
2432,1,3,0,0,0,0,0,2,0,25,0,4,0,0,"[('found',), ('think',), ('one',), ('jesus',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ')}",0.6679,1
2433,1,0,0,4,2,4,0,1,0,18,0,5,1,0,"[('ill',), ('got',), ('today',), ('think',), ('to',)]","[('got', 'to')]",[],6,"{('NNS', 'VBP'), ('NN', 'IN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.4215,0
2434,1,0,0,0,1,1,0,1,0,10,0,4,0,0,"[('ill',), ('think',), ('pass',), ('eat',)]",[],[],2,"{('NN', 'CC'), ('DT', 'NN')}",-0.4215,1
2435,1,0,0,1,1,3,0,1,0,12,0,7,1,0,"[('free',), ('go',), ('think',), ('be',), ('walk',), ('hous',), ('to',)]","[('go', 'to')]",[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.5106,0
2436,1,0,0,2,0,4,0,2,0,18,0,4,0,0,"[('fact',), ('eat',), ('think',), ('time',)]",[],[],5,"{('NNS', 'VBP'), ('JJ', 'NNS'), ('NN', 'IN'), ('IN', 'DT'), ('DT', 'NN')}",0.5719,1
2437,0,1,1,0,4,2,0,1,0,17,0,8,0,0,"[('nigger',), ('dark',), ('call',), ('da',), ('dat',), ('mean',), ('away',), ('think',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",-0.68,1
2438,0,0,0,0,2,0,0,2,0,6,0,3,0,0,"[('think',), ('retard',), ('nigga',)]",[],[],1,"{('DT', 'NN')}",-0.5719,1
2439,1,0,0,0,0,0,0,1,0,6,0,1,0,0,"[('thought',)]",[],[],1,"{('JJ', 'NN')}",0.0,0
2440,1,0,0,2,0,1,0,2,0,26,0,2,0,0,"[('hand',), ('time',)]",[],[],4,"{('NN', 'CC'), ('IN', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",-0.4215,1
2441,1,0,0,1,0,3,0,1,0,20,0,5,0,0,"[('money',), ('free',), ('video',), ('make',), ('youtub',)]",[],[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.0258,0
2442,1,0,0,1,3,4,0,6,0,18,0,2,0,0,"[('youtub',), ('video',)]",[],[],5,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.0772,1
2443,1,0,0,5,0,3,0,3,0,21,0,0,0,0,[],[],[],3,"{('NN', 'CC'), ('TO', 'VB'), ('NN', 'NN')}",0.0,0
2444,1,0,0,5,0,3,0,1,0,20,0,2,0,0,"[('mayb',), ('lot',)]",[],[],4,"{('NN', 'NN'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",0.0,0
2445,1,0,0,0,0,2,0,2,0,20,0,2,0,0,"[('come',), ('pictur',)]",[],[],5,"{('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('IN', 'NN'), ('DT', 'NN')}",0.0,1
2446,1,0,0,0,0,1,0,1,0,8,0,3,0,0,"[('wanna',), ('trash',), ('talk',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",0.0,1
2447,1,0,0,1,0,0,0,1,0,5,0,2,0,0,"[('wanna',), ('tri',)]",[],[],1,"{('NN', 'NN')}",0.0,0
2448,1,2,0,0,0,0,0,1,0,7,0,2,0,0,"[('help',), ('want',)]",[],[],0,set(),0.555,1
2449,1,0,0,0,1,1,0,1,0,5,0,1,0,0,"[('want',)]",[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",-0.6124,0
2450,1,0,0,1,0,0,0,2,0,17,0,2,0,0,"[('right',), ('want',)]",[],[],1,"{('TO', 'VB')}",0.296,1
2451,1,0,0,2,0,2,0,3,0,29,0,7,0,0,"[('job',), ('week',), ('peopl',), ('friend',), ('away',), ('want',), ('hate',)]",[],[],7,"{('NNS', 'IN'), ('PRP', 'VBP'), ('NN', 'IN'), ('NN', 'CC'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.0772,1
2452,1,0,0,1,0,0,0,1,0,8,0,1,0,0,"[('want',)]",[],[],1,"{('NN', 'NN')}",0.0772,0
2453,1,0,0,0,0,2,0,1,0,5,0,2,0,0,"[('want',), ('monkey',)]",[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",0.0772,1
2454,1,0,0,1,0,2,0,1,0,5,0,2,0,0,"[('want',), ('monkey',)]",[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",0.0772,1
2455,1,0,0,1,1,6,0,1,0,26,0,3,0,0,"[('date',), ('love',), ('want',)]",[],[],6,"{('NN', 'IN'), ('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('DT', 'JJ'), ('DT', 'NN')}",0.5499,1
2456,1,0,0,3,0,3,0,1,0,25,0,2,0,0,"[('face',), ('take',)]",[],[],5,"{('NN', 'CC'), ('JJ', 'NN'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",-0.5267,0
2457,1,0,0,0,0,1,0,1,0,24,0,6,0,0,"[('kid',), ('asian',), ('like',), ('walk',), ('got',), ('boy',)]",[],[],6,"{('NN', 'CC'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.6808,0
2458,1,0,0,0,0,2,0,1,0,6,0,1,0,0,"[('love',)]",[],[],2,"{('NN', 'IN'), ('IN', 'NN')}",0.6369,0
2459,1,0,1,2,1,3,0,2,0,22,0,2,0,0,"[('find',), ('today',)]",[],[],7,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.0,1
2460,1,0,0,0,0,5,0,1,0,9,0,0,0,0,[],[],[],0,set(),0.0,0
2461,0,0,0,1,2,1,0,1,0,11,1,4,0,0,"[('call',), ('lol',), ('not',), ('faggot',)]",[],[],3,"{('DT', 'NN'), ('NN', 'CC'), ('PRP', 'VBP')}",0.7147,1
2462,1,0,0,0,0,1,0,1,0,11,0,5,0,0,"[('mad',), ('trash',), ('outsid',), ('got',), ('went',)]",[],[],2,"{('JJ', 'NN'), ('DT', 'NN')}",-0.4939,1
2463,1,1,0,2,1,2,0,4,0,28,0,4,0,0,"[('went',), ('leav',), ('real',), ('order',)]",[],[],6,"{('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",0.6996,1
2464,1,0,0,1,0,3,0,2,0,12,0,2,0,0,"[('year',), ('die',)]",[],[],0,set(),-0.8834,1
2465,0,0,0,2,8,0,0,1,0,19,0,8,0,0,"[('wish',), ('music',), ('like',), ('fuck',), ('make',), ('citi',), ('stop',), ('faggot',)]",[],[],5,"{('JJ', 'NNS'), ('NNS', 'IN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.8399,0
2466,1,0,0,0,0,1,0,1,0,20,1,2,0,0,"[('lmao',), ('wonder',)]",[],[],6,"{('NNS', 'VBP'), ('JJ', 'NN'), ('IN', 'DT'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.128,0
2467,1,0,0,0,1,0,0,1,0,18,0,4,1,0,"[('go',), ('bitch',), ('be',), ('to',)]","[('go', 'to')]",[],2,"{('IN', 'DT'), ('DT', 'NN')}",0.705,1
2468,1,0,0,1,0,1,0,1,0,7,0,1,0,0,"[('work',)]",[],[],3,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN')}",0.0,1
2469,0,0,0,5,7,3,0,4,0,25,0,9,0,0,"[('nigger',), ('fag',), ('retard',), ('stupid',), ('call',), ('like',), ('fat',), ('gay',), ('jew',)]",[],[],4,"{('NN', 'CC'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",-0.6908,1
2470,1,0,0,1,1,2,0,1,0,18,0,2,0,0,"[('long',), ('like',)]",[],[],3,"{('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN')}",0.3612,0
2471,1,0,0,1,1,5,0,1,0,20,0,7,0,0,"[('post',), ('trash',), ('hell',), ('call',), ('game',), ('went',), ('say',)]",[],[],4,"{('NN', 'IN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.8271,1
2472,1,0,0,2,0,2,0,1,0,17,0,3,0,0,"[('best',), ('teach',), ('thing',)]",[],[],3,"{('NN', 'NN'), ('TO', 'VB'), ('DT', 'NN')}",0.8316,1
2473,1,0,0,3,0,1,0,0,0,25,0,2,0,0,"[('sound',), ('good',)]",[],[],7,"{('NNS', 'VBP'), ('NN', 'IN'), ('JJ', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.2362,1
2474,1,0,0,1,1,2,0,0,0,6,0,1,0,0,"[('kill',)]",[],[],2,"{('TO', 'VB'), ('NN', 'NN')}",-0.6908,0
2475,1,0,0,0,0,3,0,0,0,17,0,3,0,0,"[('girl',), ('follow',), ('tweet',)]",[],[],3,"{('IN', 'NN'), ('NN', 'NN'), ('NNS', 'IN')}",0.0,0
2476,1,0,0,4,3,1,0,1,0,21,0,2,0,0,"[('tell',), ('hear',)]",[],[],6,"{('JJ', 'NNS'), ('NNS', 'IN'), ('NN', 'IN'), ('IN', 'DT'), ('NN', 'NN'), ('DT', 'NN')}",-0.3612,1
2477,1,0,0,0,0,2,0,0,0,6,0,1,0,0,"[('ill',)]",[],[],3,"{('DT', 'JJ'), ('JJ', 'NN'), ('NN', 'NN')}",-0.128,0
2478,1,0,0,1,0,2,0,0,0,7,0,3,0,0,"[('babi',), ('ill',), ('girl',)]",[],[],2,"{('NN', 'NN'), ('DT', 'NN')}",-0.4215,0
2479,1,0,0,0,2,3,0,1,0,21,0,5,1,0,"[('let',), ('ill',), ('be',), ('dat',), ('not',)]","[('be', 'not')]",[],5,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",-0.0289,0
2480,1,0,0,0,0,2,0,1,0,8,0,4,0,0,"[('eat',), ('cracker',), ('be',), ('anim',)]",[],[],3,"{('NNS', 'VBP'), ('NN', 'CC'), ('JJ', 'NNS')}",0.0,1
2481,1,0,0,5,0,2,0,0,0,20,0,5,0,0,"[('love',), ('talk',), ('be',), ('life',), ('not',)]",[],[],4,"{('NN', 'IN'), ('PRP', 'VBP'), ('NN', 'NN'), ('DT', 'NN')}",0.4939,1
2482,1,0,0,0,0,0,0,0,0,2,0,1,0,0,"[('be',)]",[],[],1,"{('NN', 'NN')}",0.0,0
2483,1,1,0,0,0,2,0,0,0,5,0,2,0,0,"[('be',), ('brown',)]",[],[],2,"{('JJ', 'NN'), ('NN', 'NN')}",0.0,0
2484,1,0,0,0,0,0,0,0,0,9,0,2,0,0,"[('redneck',), ('be',)]",[],[],3,"{('NN', 'CC'), ('IN', 'DT'), ('DT', 'NN')}",-0.7684,0
2485,1,0,0,0,0,3,0,0,0,6,0,3,0,0,"[('be',), ('color',), ('eye',)]",[],[],3,"{('DT', 'NN'), ('NN', 'IN'), ('JJ', 'NNS')}",-0.5267,0
2486,1,0,0,0,0,3,0,0,0,16,0,3,0,0,"[('post',), ('ill',), ('be',)]",[],[],6,"{('NNS', 'VBP'), ('NN', 'IN'), ('TO', 'VB'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN')}",-0.6597,0
2487,0,0,0,0,3,2,0,1,0,27,0,6,0,0,"[('stupid',), ('video',), ('be',), ('hoe',), ('want',), ('yeah',)]",[],[],6,"{('JJ', 'NNS'), ('NN', 'IN'), ('JJ', 'NN'), ('TO', 'VB'), ('NN', 'NN'), ('DT', 'NN')}",-0.5888,1
2488,1,0,1,1,1,5,0,0,0,23,0,7,0,0,"[('year',), ('girl',), ('be',), ('not',), ('old',), ('redneck',), ('gay',)]",[],[],7,"{('NN', 'IN'), ('JJ', 'NN'), ('IN', 'NN'), ('IN', 'DT'), ('DT', 'JJ'), ('NN', 'NN'), ('DT', 'NN')}",0.3089,0
2489,1,3,0,0,2,1,0,0,0,10,0,4,0,0,"[('today',), ('be',), ('damn',), ('watch',)]",[],[],2,"{('IN', 'NN'), ('NN', 'NN')}",-0.5386,0
2490,1,0,0,0,0,3,0,0,0,9,0,2,0,0,"[('be',), ('game',)]",[],[],4,"{('NNS', 'VBP'), ('JJ', 'NN'), ('NN', 'NN'), ('DT', 'NN')}",0.5859,1
2491,1,0,0,3,1,0,0,0,0,9,0,4,0,0,"[('be',), ('get',), ('retard',), ('act',)]",[],[],1,"{('NN', 'CC')}",0.0,1
